,haiku,colors,lines,syllables,total_syllables
48736,a monkey listens / a son own breath / autumn rain,[],3,"(5, 4, 3)",12
48737,trembling / the hair ribbon falls / with inhibitions,[],3,"(2, 5, 5)",12
48738,jury duty / the clock pendulum goes / back and forth,[],3,"(4, 6, 3)",13
48739,summer breeze / someone practices drums / in the valley,[],3,"(4, 7, 4)",15
48740,no rain / the sound of crunched / grass,['grass'],3,"(2, 5, 1)",8
48741,museum / so hot the mummy / hoodies,[],3,"(2, 5, 2)",9
48742,summer rain / drops down the lily / leaf by leaf,"['lily', 'leaf', 'leaf']",3,"(3, 4, 3)",10
48743,hail storm / the golfers run / for cover,[],3,"(2, 4, 3)",9
48744,sax night / dreams in / b flat,[],3,"(2, 2, 2)",6
48745,entre / thunder and lightning / zero,[],3,"(2, 5, 2)",9
48746,i rescue / a mouse from the cat / burnt steak,[],3,"(3, 6, 2)",11
48747,watching / my wife's ashes float by / autumn moon,[],3,"(2, 7, 3)",12
48748,dentist chair / construction noise / outside,[],3,"(3, 5, 3)",11
48749,memorial day / year old couple rereads / the letter,[],3,"(4, 6, 3)",13
48750,saturday night / someone vomits beneath / the blossoms,[],3,"(4, 7, 3)",14
48751,evening rain / buying cherry trees / online,['cherry'],3,"(4, 4, 3)",11
48752,mid april / the grass finally / looks like grass,"['grass', 'grass']",3,"(3, 5, 3)",11
48753,noon sun / someone playing scales / we saxophone,[],3,"(2, 6, 5)",13
48754,shaving / i share the mirror / with a spider,[],3,"(2, 6, 4)",12
48755,spring flies / above my head buzz / e flat,[],3,"(2, 6, 2)",10
48756,starless sky / dead batteries / in the flashlight,['sky'],3,"(3, 4, 4)",11
48757,out of the fog / a barn with white painted / butterflies,['white'],3,"(4, 7, 3)",14
48758,memories of you / rice field in shadows / september moon,[],3,"(5, 5, 4)",14
48759,paint peels off / the old white house / march thaw,['white'],3,"(3, 6, 2)",11
48760,sami path / deep even in snow / the blind horse,[],3,"(3, 5, 4)",12
48761,spring day / two hawks circle below / the contrails,[],3,"(2, 6, 3)",11
48762,spring rain / cars slowly leave / the cemetery,[],3,"(2, 5, 5)",12
48763,japanese garden / the pouring rain / on the stone buddha,['stone'],3,"(6, 4, 6)",16
48764,spring sun / the yellow house / just painted,['yellow'],3,"(2, 5, 3)",10
48765,leap year / the old man's cane / left tracks,[],3,"(2, 4, 2)",8
48766,wild life / a fly sticks / in front of the tv,[],3,"(2, 3, 5)",10
48767,traffic jam / moon passes through / the earth's shadow,['shadow'],3,"(3, 4, 4)",11
48768,guest room / the silence of the moon / at the window,[],3,"(2, 7, 4)",13
48769,incoming tide / your breasts / rise and fall,[],3,"(4, 2, 3)",9
48770,sleepless night / full moon has arrived / to other window,[],3,"(3, 6, 5)",14
48771,winter darkness / train runs last / into the tunnel,[],3,"(4, 3, 5)",12
48772,winter day / all those nude statues / in the park,['nude'],3,"(3, 6, 3)",12
48773,winter blackout / all the house / full of night,[],3,"(4, 4, 3)",11
48774,clear sky / year old man sweeps / fallen leaves,['sky'],3,"(2, 4, 4)",10
48775,tonight's quake / trees without leaves / at sunshine,[],3,"(4, 5, 4)",13
48776,empty room / the shadows of nails / on the walls,[],3,"(3, 5, 3)",11
48777,humid morning / has bee floats / in the fountain,[],3,"(4, 3, 4)",11
48778,autumn flowers / old men at the park / taking the sun,[],3,"(4, 5, 4)",13
48779,back to school / the sun lights / the orange juice,['orange'],3,"(3, 3, 6)",12
48780,humid morning / planting rice in a / field of mirrors,[],3,"(4, 5, 4)",13
48781,distant hurricane / in the middle of the rain / a phone rings,[],3,"(6, 7, 4)",17
48782,distant thunder / a businessman talking / on cell phone,[],3,"(4, 7, 4)",15
48783,spring rain / between she and me / hundreds of drops,[],3,"(2, 5, 4)",11
48784,monday morning / a white butterfly follows / the train line,['white'],3,"(4, 8, 3)",15
48785,after the quake / a leaf falls / on the patio,['leaf'],3,"(5, 3, 4)",12
48786,waiting for the bus / a street dog sniffs / my shadow,['shadow'],3,"(5, 4, 3)",12
48787,sound of the rain / after a while / she calls my name,[],3,"(4, 5, 4)",13
48788,window pane / at the end of my finger / the cold moon,[],3,"(3, 7, 3)",13
48789,spring break / colorful tents / in the desert,['desert'],3,"(2, 4, 4)",10
48790,long trip / at the end of highway / the moon,[],3,"(2, 6, 2)",10
48791,early frost / they postpone / their wedding,[],3,"(3, 4, 3)",10
48792,your reflection / floating in a tea cup / too hot to drink,['tea'],3,"(4, 6, 4)",14
48793,cityscape / the moon rises / from a chimney,[],3,"(4, 4, 4)",12
48794,waiting for the bus / at the end of the street / sunset,['sunset'],3,"(5, 6, 2)",13
48795,warm winter day / the smell of / a new book,[],3,"(4, 3, 3)",10
48796,factory wall / the smell of / a new graffiti,[],3,"(4, 3, 5)",12
48797,half yellow moon / workers talk about / tortillas,['yellow'],3,"(4, 5, 3)",12
48798,valentine's day / the heart balloon / don't enters the taxi,[],3,"(5, 4, 6)",15
48799,trash can / flies / and shadows of flies,[],3,"(2, 1, 5)",8
48800,traffic jam / women talk about men / in the radio,[],3,"(3, 6, 4)",13
48801,abandoned car / accumulated leaves / on the windshield,[],3,"(5, 7, 4)",16
48802,sudden rain / fallen candies / on the sidewalk,[],3,"(3, 4, 5)",12
48803,harvest moon / a new song in / the rice field,[],3,"(3, 4, 3)",10
48804,empty square / no more / christmas lights,[],3,"(4, 2, 3)",9
48805,new year light / dust of one day / on the keyboard,['dust'],3,"(3, 5, 4)",12
48806,cold rain / thousands like me / going to work,[],3,"(2, 4, 3)",9
48807,monday dawn / the silence / of traffic lights,[],3,"(3, 4, 4)",11
48808,first frost / only two passengers / speak,[],3,"(2, 6, 1)",9
48809,subway heat / the breeze / of the arriving train,[],3,"(3, 3, 6)",12
48810,traffic jam / another star appears / in the sky,['sky'],3,"(3, 6, 3)",12
48811,waiting for the bus / my shadow / also changes postures,['shadow'],3,"(5, 3, 7)",15
48812,lightning at window / the stopped train / in the storm,[],3,"(5, 4, 3)",12
48813,windless day / a man whistling / on the street,[],3,"(3, 4, 3)",10
48814,a laborer / sowing dreams / in a field of stars,[],3,"(4, 3, 5)",12
48815,traffic at night / she talks about / cholesterol,[],3,"(4, 4, 4)",12
48816,night of stars / moths circle / the street lamp,[],3,"(3, 3, 3)",9
48817,turn off the lights / the night outside / and inside the room,[],3,"(4, 5, 6)",15
48818,the taxi driver / tells me about his life / autumn rain,[],3,"(5, 6, 3)",14
48819,pigeons on wires / he tunes his guitar / beside a pole,[],3,"(5, 6, 5)",16
48820,last season / the traces of the buttocks / in seats,[],3,"(3, 7, 2)",12
48821,night of stars / a white ball floats / in the pool,['white'],3,"(3, 5, 3)",11
48822,cloudy day / the horn / of a yellow cab,['yellow'],3,"(3, 2, 5)",10
48823,come morning / fish scales and the letter / you didn't send,[],3,"(3, 7, 3)",13
48824,short night / not for march intrieur / and mosquito,[],3,"(2, 5, 4)",11
48825,traffic noise / he refines / his guitar,[],3,"(4, 4, 3)",11
48826,cloudy day / the rainbow flag waves / on a balcony,[],3,"(3, 6, 5)",14
48827,bus stop / a woman's perfume / in the air,[],3,"(2, 6, 3)",11
48828,subway window / she smiles at / my reflection,[],3,"(4, 4, 4)",12
48829,alone again / one plane flies to south / another to north,[],3,"(5, 7, 5)",17
48830,looking at her / childhood photos / my girlfriend older than me,[],3,"(4, 4, 7)",15
48831,24 hour store / jacaranda flowers fall / day night,[],3,"(4, 7, 2)",13
48832,morning sun / the long shadows / of little stones,[],3,"(3, 4, 5)",12
48833,crescent moon / she is cutting her nails / in the garden,[],3,"(3, 6, 4)",13
48834,laborers sink / into the rice field / autumn dusk,['dusk'],3,"(4, 5, 3)",12
48835,night of stars / in the next room / my sick mother,[],3,"(3, 4, 4)",11
48836,new year's balloons / the pregnant woman / staring at the mirror,[],3,"(4, 5, 6)",15
48837,cloudy sunset / a lone traffic light / turns red,['red'],3,"(4, 5, 2)",11
48838,soccer championship / the winter moon / on the stadium,[],3,"(5, 4, 4)",13
48839,christmas lights / the silhouette of trees / in the dark,['dark'],3,"(3, 6, 3)",12
48840,winterscape / a traffic sign in the snow / points to no way,['snow'],3,"(4, 7, 4)",15
48841,glass tower / the moon is part / of the west facade,['glass'],3,"(3, 4, 6)",13
48842,crowded bus / every passenger breathes / the same autumn,[],3,"(3, 8, 4)",15
48843,new yellow car / autumn leaves / on the windscreen,['yellow'],3,"(4, 4, 4)",12
48844,bus window / she travels with the full moon / on her head,[],3,"(3, 7, 3)",13
48845,lanternless night / a woman too old / to dream,[],3,"(4, 5, 2)",11
48846,thicker dust / on a little buddha / early autumn,['dust'],3,"(3, 6, 4)",13
48847,sidewalk cafe / on the empty seats / fallen leaves,[],3,"(5, 5, 4)",14
48848,dogs barking / perhaps i was a cat / in other life,[],3,"(3, 6, 4)",13
48849,scent of rain / in the open window / no mosquito,[],3,"(3, 6, 4)",13
48850,autumn wind / a line of red traffic lights / becomes sunset,['red'],3,"(3, 7, 5)",15
48851,subway window / she and her reflection / cry at the same time,[],3,"(4, 6, 5)",15
48852,20 million city / another street lamp / into the night,[],3,"(5, 5, 4)",14
48853,a line of traffic lights / change from red to green / summer full moon,['red'],3,"(6, 6, 4)",16
48854,apartment tower / a new letter / for the dead neighbor,[],3,"(5, 4, 5)",14
48855,washing my clothes / somebody looks at me / crescent moon,[],3,"(5, 7, 3)",15
48856,almost dawn / a young girl / gathering eggs,[],3,"(3, 3, 4)",10
48857,cloudy day / a penny shines / on the sidewalk,[],3,"(3, 5, 5)",13
48858,open window / the sound of rain / interrupts my dream,[],3,"(4, 4, 5)",13
48859,summer rain / another me walks home / under me,[],3,"(3, 6, 3)",12
48860,flea market / a still fly is part / of the old clock,[],3,"(3, 5, 4)",12
48861,with each sip / from the bottle / moonlight on my face,[],3,"(3, 4, 5)",12
48862,fallen leaves / some stars shine / in the sky,['sky'],3,"(4, 4, 3)",11
48863,unemployed / but i'm writing haiku / about the rain,[],3,"(3, 6, 4)",13
48864,waiting room / stars appear / one by one,[],3,"(3, 3, 5)",11
48865,a line of ants / the empire state building / in the distance,[],3,"(4, 8, 5)",17
48866,some passengers go / some passengers come / spring evening,[],3,"(5, 5, 4)",14
48867,morning haze / a post office clerk / opening letters,[],3,"(3, 6, 5)",14
48868,winter roses / i am tired of reading / between the lines,[],3,"(4, 7, 5)",16
48869,storm / the monologue / of every tree,[],3,"(1, 5, 5)",11
48870,candle snuffer / our eyes adjust / to the smoke wisp,['smoke'],3,"(4, 4, 5)",13
48871,the patter and hiss / of gentle raining / cloudlight,[],3,"(5, 5, 2)",12
48872,lull / reading into the braille / of your goose bumps,[],3,"(1, 7, 5)",13
48873,afternoon malaise / slant light / at the oranges bowl,[],3,"(6, 2, 6)",14
48874,first day of school / the house fills with the space / between second hand ticks,[],3,"(4, 8, 6)",18
48875,downpour / the dead animal smell / shifts toward memory,[],3,"(2, 6, 6)",14
48876,dusk / the last whistle of something / as i turn on a reading light,['dusk'],3,"(1, 8, 8)",17
48877,airport window / the cloud of my breath / as your plane reaches the clouds,[],3,"(4, 5, 8)",17
48878,morning twilight / the rice field / in her eyes,[],3,"(4, 3, 3)",10
48879,midnight moon / afraid / to turn another page,['midnight'],3,"(3, 2, 6)",11
48880,in the no name vine / bluebirds / at the red berries,['red'],3,"(5, 2, 5)",12
48881,fresh snow / the new neighbors / with all the porch lights on,[],3,"(2, 4, 6)",12
48882,night shift / a quick break / to look at the stars,[],3,"(2, 3, 5)",10
48883,freeze warning / light from the arc welder / brightens the night,[],3,"(4, 6, 4)",14
48884,freeze warning / the need to pee / once we hit traffic,[],3,"(4, 4, 5)",13
48885,freeze warning / just enough change / for coffee,['coffee'],3,"(4, 5, 3)",12
48886,freeze warning / from the end of the bar / she looks back,[],3,"(4, 6, 3)",13
48887,freeze warning / a couple of homeless guys / feeding seagulls,[],3,"(4, 8, 4)",16
48888,dust / distant thunder / moves on,['dust'],3,"(1, 4, 3)",8
48889,sunday morning / her shadow / on a clothesline,['shadow'],3,"(4, 3, 6)",13
48890,porn shop / each cock / stares at her,[],3,"(2, 2, 4)",8
48891,scrabble dictionary / lighting one candle / from another,[],3,"(6, 6, 4)",16
48892,rusting nail / the coffinmaker / talks of price,[],3,"(3, 5, 4)",12
48893,labor day / i dust of / my resume,['dust'],3,"(3, 3, 4)",10
48894,that fart / prayer fans / all sermon long,[],3,"(2, 2, 4)",8
48895,winter moon / the manhole cover's warmth,[],2,"(3, 7)",10
48896,thaw / a winter moth struggles / against a spider thread,[],3,"(1, 6, 6)",13
48897,skylight / a contrail crosses / her line of coke,[],3,"(2, 5, 4)",11
48898,antique store / the ocean loud / in a seashell,"['ocean', 'seashell']",3,"(5, 4, 4)",13
48899,dusk / songbirds' voices / disappear too,['dusk'],3,"(1, 4, 4)",9
48900,evening voices / the window curtains / flutter,[],3,"(5, 5, 2)",12
48901,harvest moon / a shadow / sorting laundry,['shadow'],3,"(3, 3, 4)",10
48902,indian summer / rouging her cheeks / as she waits for a drink,[],3,"(4, 4, 6)",14
48903,food channel / between commercials / dinner burns,[],3,"(3, 5, 3)",11
48904,evening service / light beams / into the night,[],3,"(6, 2, 4)",12
48905,autumn / along the highway / buzzards wait,[],3,"(2, 5, 3)",10
48906,mountain cave / from out of darkness / the morning light,[],3,"(3, 5, 4)",12
48907,slide the wrong / in haikus for peace / almost full moon,[],3,"(4, 6, 4)",14
48908,crowded tram / at each station / a flowering tree,[],3,"(3, 4, 5)",12
48909,foggy morning / i wash by hand / my white scarf,['white'],3,"(4, 4, 4)",12
48910,passing dreams / the night scented / laundry soap with,[],3,"(3, 4, 4)",11
48911,day retreats / a moth tangle / in my hair,[],3,"(3, 4, 3)",10
48912,the basket / crayfish escapes / thought for my son,[],3,"(3, 5, 4)",12
48913,a little before dawn / still wind / good friday,[],3,"(7, 2, 3)",12
48914,blood orange / in pieces on the table / after he left,['blood orange'],3,"(4, 7, 4)",15
48915,november / the knife hits the vacuum / meringue,[],3,"(3, 7, 3)",13
48916,still night / i sew a small tear / heart shaped,[],3,"(2, 5, 3)",10
48917,till october / elbows to the thighs / the son of the virgin,[],3,"(4, 5, 6)",15
48918,twenty years of marriage / an orchid to another / in cobweb,['orchid'],3,"(7, 7, 3)",17
48919,monday snow / not deleted / not the factor,[],3,"(3, 4, 4)",11
48920,after the demo / she draws the map / his vegetable garden,[],3,"(5, 4, 7)",16
48921,to cockroach / in my rice bowl / unaware of dawn,[],3,"(3, 4, 6)",13
48922,february 4 / longer on the wall / the blackbird,[],3,"(4, 5, 3)",12
48923,full moon / in the fields clock / all white,"['all white', 'white']",3,"(2, 4, 3)",9
48924,february / that him or the moon / woke me up,[],3,"(3, 5, 3)",11
48925,open knife / the pages of a book of haiku / autumn evening,[],3,"(4, 9, 5)",18
48926,foggy morning / near bushes smell / white flowers,['white'],3,"(4, 4, 4)",12
48927,paper tired / your cool hands on my hips / four bedroom,[],3,"(4, 6, 3)",13
48928,alone tonight / one drop after another / somewhere,[],3,"(5, 8, 4)",17
48929,pile of ironing / in the skirt of summer / three pine nuts,['pine'],3,"(5, 6, 3)",14
48930,wood entrance / debris earthenware toilet / under the wild roses in bloom,[],3,"(4, 8, 8)",20
48931,hail / the tip of the breast / between the thumb and index,[],3,"(1, 5, 7)",13
48932,cool autumn / wondering what an ant thinks / about after work,[],3,"(3, 7, 5)",15
48933,nap / my hand on my breast / the flight of clouds,[],3,"(1, 5, 4)",10
48934,october morning / on the red boat / the heron,['red'],3,"(5, 4, 3)",12
48935,hung upside down / the butchered deer / further snowdrops,[],3,"(5, 5, 4)",14
48936,rising sun / she draws her mouth / in the back,[],3,"(3, 4, 3)",10
48937,school day third / in his bag so heavy / ten times the silence,[],3,"(3, 6, 7)",16
48938,extreme unction / the bellies gurgle / robin outside,[],3,"(5, 5, 5)",15
48939,door ajar / garlands are illuminated / to second,[],3,"(3, 9, 3)",15
48940,winter morning / frozen blueberries / my breasts so white,['white'],3,"(4, 5, 5)",14
48941,rue saint honor / tumbled from nowhere / ginkgo leaf,['leaf'],3,"(4, 6, 3)",13
48942,fireworks / shout for joy at the sight / the glowworm,[],3,"(3, 6, 3)",12
48943,in the clouds / a fish i have not / seen before,[],3,"(3, 5, 4)",12
48944,juno beach / my body in the sea / my mother to the edge,['sea'],3,"(3, 6, 7)",16
48945,toothache / rooftop greenhouses / pigeons,[],3,"(3, 5, 2)",10
48946,may evening / wild carrots exceed / the horizon,[],3,"(4, 5, 4)",13
48947,11 de marzo / en el carril of enfrente / silla de ruedas,[],3,"(4, 8, 5)",17
48948,in the trash / a copy of the world / still fresh,[],3,"(3, 6, 2)",11
48949,january moon / the thinnest skin / appears,[],3,"(4, 4, 2)",10
48950,red larch / blue grass / dawn,"['red', 'blue', 'grass']",3,"(2, 2, 1)",5
48951,in the skylight / tangled legs / and snow,[],3,"(4, 3, 2)",9
48952,cloudless full moon / five fingers drumming / on a drop of kidney,[],3,"(4, 5, 6)",15
48953,blood red / in the jaws of the grab / dahlia,['blood red'],3,"(2, 6, 2)",10
48954,ah cricket / the neighbors ceased / playing mahjong,[],3,"(3, 5, 3)",11
48955,under the hawk / by the holy spirit / a dunghill,[],3,"(4, 6, 3)",13
48956,best of mac donald / two red snails / on fried,['red'],3,"(5, 3, 2)",10
48957,way to school / two cows bear with horns / the sun,[],3,"(3, 5, 2)",10
48958,in the trench / the world war / it grows tall grass,['grass'],3,"(3, 3, 4)",10
48959,falling rain / continuous noise / gray drops,['gray'],3,"(3, 5, 2)",10
48960,hospital / night adds shadow / it inside the dark,['dark'],3,"(3, 4, 6)",13
48961,night rain / if alternate colors / above the asphalt,[],3,"(2, 7, 6)",15
48962,water flowing / takes away my thoughts / a flooded river,['water'],3,"(4, 6, 5)",15
48963,in bucket of water / under the night sky / moon reflected,"['water', 'sky']",3,"(6, 5, 4)",15
48964,a pagoda / elders in the woods / wind blow,[],3,"(4, 5, 2)",11
48965,summer rain / the mountain sinks / into a rice field,[],3,"(3, 4, 5)",12
48966,a juliet / in without glass headlights / it has of a grass clump,"['glass', 'grass']",3,"(3, 6, 6)",15
48967,walking floor / immersed in the frenzy / stained vest,[],3,"(3, 7, 3)",13
48968,chocolate / liqueur filling / warm shiver,['chocolate'],3,"(4, 4, 3)",11
48969,pint of beer / these drowns blissfully / to fly,[],3,"(3, 6, 2)",11
48970,night flight / silver of the moon / on the fuselage,['silver'],3,"(2, 5, 6)",13
48971,mosquito dead / crushed red flower / on the wall,['red'],3,"(4, 5, 3)",12
48972,on the sides / scratch that it screwdriver / many adhesives,[],3,"(4, 6, 6)",16
48973,fishbone / it nose of cod / looks away,[],3,"(3, 4, 3)",10
48974,bouquet / on the lower leaves / a snail,[],3,"(2, 6, 2)",10
48975,recurve nail / one sign in the wall / quadro vecchio,[],3,"(4, 6, 4)",14
48976,high noon / fish in the marketplace / gasping for water,['water'],3,"(2, 7, 5)",14
48977,after the party / colored garland / hanging on the wall,[],3,"(5, 5, 5)",15
48978,cat sleep / with his gray fur / snow sky,"['gray', 'snow', 'sky']",3,"(2, 4, 2)",8
48979,schumann concert / the voice of the rain / i accompanied,[],3,"(4, 6, 5)",15
48980,towards the dawn / stridulates guffaws / seagulls,[],3,"(4, 6, 2)",12
48981,winter night / he squeaks old tram / on rails,[],3,"(3, 4, 2)",9
48982,field of flowers / still lingers in the air / smoke of burning,['smoke'],3,"(4, 6, 5)",15
48983,deserted square / the market remains silent / and they are only,[],3,"(5, 7, 6)",18
48984,gallo's hand / at sunrise / from the east,[],3,"(3, 4, 3)",10
48985,liberation / the carcass of panzer / it is now flourished,[],3,"(4, 6, 6)",16
48986,gives gaza / no tears eyes / moon winter,[],3,"(4, 3, 3)",10
48987,the stillness of / that did not have moth / reach the moon,[],3,"(4, 5, 3)",12
48988,late summer / in luggage / autumn clothes,[],3,"(3, 4, 4)",11
48989,sweltering heat / chanterelles / under moss,['moss'],3,"(4, 4, 3)",11
48990,garden wedding / under the cherry blossoms / the bride's blush deepens,"['cherry', 'blush']",3,"(4, 7, 6)",17
48991,rainy new york / from the tenth storey window / black umbrellas bloom,['black'],3,"(4, 7, 5)",16
48992,drunk on the beach / the moon for my sake cup / disappears,[],3,"(4, 6, 3)",13
48993,late winter / opening the saijiki / to early spring,[],3,"(3, 7, 4)",14
48994,faintly purple / against the moon / pines in the light,['purple'],3,"(4, 4, 5)",13
48995,the last light of day / purple rhododendrons / dissolves in the dark,"['purple', 'dark']",3,"(5, 6, 6)",17
48996,full moon / only you at my window / an empty face / did loneliness wipe away / the last traces of passion,[],5,"(2, 7, 4, 8, 7)",28
48997,irises / bluer / hers in,[],3,"(3, 1, 2)",6
48998,petals pressed / entre pages of a book / i never read,[],3,"(4, 7, 4)",15
48999,wisteria / before blooming / the end of rain,['wisteria'],3,"(3, 5, 4)",12
49000,through lace / the tracery of frost / on glass,['glass'],3,"(2, 6, 2)",10
49001,rain / falls from the trees / iris is the blue,['blue'],3,"(1, 4, 5)",10
49002,winter beach / three gray lines / of sand sea and sky,"['gray', 'sand', 'sea', 'sky']",3,"(3, 4, 5)",12
49003,winter / white peonies / in falling snow,"['white', 'snow']",3,"(2, 4, 4)",10
49004,last rose / it has the curly leaves / cold night,[],3,"(2, 7, 2)",11
49005,old letter / a circle silver / inside the envelope,['silver'],3,"(3, 5, 8)",16
49006,will winter / i feel between two trains / passing,[],3,"(3, 6, 2)",11
49007,from the box / he makes a peep / golden star,['golden'],3,"(3, 5, 3)",11
49008,night wind / the road only / a can,[],3,"(2, 4, 2)",8
49009,dawn haze / the bulbul's trills / so clear,[],3,"(2, 4, 2)",8
49010,winter solstice / passing her / bends the candle's flame,['flame'],3,"(5, 3, 6)",14
49011,bamboo depths / in carp circles / your smile,[],3,"(3, 4, 3)",10
49012,cup of tea / it is finally empty / smoke of incense,"['tea', 'smoke']",3,"(3, 7, 6)",16
49013,mist on the fields / just is glimpsed / the loose crumbling,[],3,"(4, 4, 5)",13
49014,it breaks the silence / the negra lullaby / there over the pier,[],3,"(6, 6, 6)",18
49015,after the rain / en laundry waving / in the blue sky,"['blue', 'sky']",3,"(4, 5, 4)",13
49016,under the rain / on the last step / you turned,[],3,"(4, 4, 3)",11
49017,loaf of bread / in a puddle / bum has fishing,[],3,"(3, 4, 4)",11
49018,night flight / on the wings of aircraft / moon strips,[],3,"(2, 6, 2)",10
49019,sunny day / finally on the pine / a cicada,"['sunny', 'pine']",3,"(3, 6, 4)",13
49020,sky clouds / only aircraft / blows engine,['sky'],3,"(2, 4, 4)",10
49021,empty street / through the cat / tail wind,[],3,"(3, 3, 2)",8
49022,short night / thoughts of you and / a paper thin moon,[],3,"(2, 4, 5)",11
49023,sound of footsteps / football has to a can / silence and then,[],3,"(4, 6, 5)",15
49024,king in armor / a mantle of snow / on his shoulders,['snow'],3,"(4, 5, 4)",13
49025,ghetto in the morning / lined up cold / against the wall,[],3,"(6, 4, 4)",14
49026,in the twilight / burn the moths / lamp,['twilight'],3,"(4, 3, 1)",8
49027,like every night / the voices in the street / lilac flower,['lilac'],3,"(5, 6, 4)",15
49028,three petals fall / from the purple coneflower / almost summer,['purple'],3,"(4, 8, 4)",16
49029,instant messages / moon reveals blackberries / each night of herself,[],3,"(5, 6, 5)",16
49030,fishing boats / colors of / the rainbow,[],3,"(3, 3, 3)",9
49031,ash wednesday / try trying to remember / my dream,[],3,"(4, 6, 2)",12
49032,japanese quake / this godless spring / tsunami,[],3,"(6, 4, 3)",13
49033,speaking / to her ashes / entre summer moons,[],3,"(2, 4, 5)",11
49034,snowy morn / reviews pouring another cup / of black coffee,"['snowy', 'black coffee', 'coffee']",3,"(3, 8, 4)",15
49035,shortest day / flames dance / in the oven,[],3,"(3, 4, 4)",11
49036,reviews another / explosion / in baghdad / spring sun,[],4,"(5, 3, 3, 2)",13
49037,the kettlefilled with snow / hunger moon,['snow'],2,"(7, 3)",10
49038,haze / half the horse hidden / behind the house,[],3,"(1, 6, 5)",12
49039,low sun / the lady in red / one high heels,['red'],3,"(2, 5, 4)",11
49040,advent / the passing stranger / farts,[],3,"(2, 5, 1)",8
49041,tarn / in a bubble / the ice,['ice'],3,"(1, 4, 3)",8
49042,snowflakes / new asphalt / in the holes,[],3,"(3, 3, 4)",10
49043,crystal night ' / gusts of rain / outside,[],3,"(4, 3, 3)",10
49044,humid day / her shirt refuse / to dry,[],3,"(3, 5, 2)",10
49045,rain / the sound of a horse galloping / through leaves,[],3,"(1, 9, 3)",13
49046,winter stars / suddenly a whiff / of perfume,[],3,"(3, 5, 4)",12
49047,hungry / half of the moon / hidden,[],3,"(2, 4, 2)",8
49048,rain / another leaf / down,['leaf'],3,"(1, 4, 1)",6
49049,sharia / the sound of one hand / clapping,[],3,"(2, 6, 2)",10
49050,the sound of geese / drowned by the sound of the train / this morning,[],3,"(5, 8, 3)",16
49051,dark / clouds / a pigeon / on the last / streetlight,['dark'],5,"(1, 1, 3, 3, 2)",10
49052,the stench / of a dead sheep / in summer / rain,[],4,"(2, 4, 3, 1)",10
49053,autumn sun / my shadow over / tombstones,['shadow'],3,"(3, 5, 3)",11
49054,fly fishing / the sound of the wind / in the reel,[],3,"(3, 5, 3)",11
49055,day moon / her skin a half / shade lighter,[],3,"(2, 4, 4)",10
49056,december / a long shadow / joins another,['shadow'],3,"(3, 4, 4)",11
49057,end of path / snowflakes melting / on the pond,[],3,"(3, 5, 3)",11
49058,morning frost / she leaves / first,[],3,"(3, 3, 1)",7
49059,on cnn / if you listen carefully / you can hear,[],3,"(2, 8, 3)",13
49060,evening walk / smell of tar between / pines,[],3,"(4, 5, 2)",11
49061,dachau / a blue sky above / the chimneys,"['blue', 'sky']",3,"(2, 6, 3)",11
49062,deep autumn / the apple colder / in the tree,['apple'],3,"(3, 5, 3)",11
49063,visiting the graves / stronger the october wind / at my grandparents',[],3,"(6, 7, 5)",18
49064,over the hedge / a dragonfly / east,[],3,"(5, 4, 1)",10
49065,a bubble / bursts on surface / full moon,[],3,"(3, 5, 2)",10
49066,memories of her / floating in a leftover / cup of tea,['tea'],3,"(5, 7, 3)",15
49067,rain / the white lilac / low,"['white', 'lilac']",3,"(1, 5, 1)",7
49068,my hand / on her hip / full moon,[],3,"(2, 3, 2)",7
49069,summer grass / my mother's / rice paper skin,['grass'],3,"(3, 3, 4)",10
49070,laying in bed / with dreams plucked / from summer rain just you / and the scent / of melon,['melon'],5,"(3, 4, 6, 3, 3)",19
49071,moonless night / remembering / her small breasts,[],3,"(3, 4, 3)",10
49072,short night / an egret standing / knee deep in mud,['mud'],3,"(2, 5, 4)",11
49073,lakeside / the fog makes the loon's call / much more haunting,[],3,"(4, 7, 4)",15
49074,twilight / watching my shadow / float downriver,"['twilight', 'shadow']",3,"(2, 5, 4)",11
49075,sipping more than / just tea / the moon in passing,[],3,"(4, 2, 5)",11
49076,eyeing / the apple / at buddha's feet,['apple'],3,"(1, 3, 4)",8
49077,the farmer / planting corn under / a pregnant moon,['corn'],3,"(3, 5, 4)",12
49078,drunk tonight / an elixir of cherry blossoms / and moonlight,['cherry'],3,"(3, 9, 3)",15
49079,memories / floating in a tea cup / autumn moon,['tea'],3,"(3, 6, 3)",12
49080,his shadow / passes me by / the charcoal seller,"['shadow', 'charcoal']",3,"(3, 4, 5)",12
49081,the potter's fingers / wet with clay / first rain,['clay'],3,"(5, 3, 2)",10
49082,saying the rosary / a laborer / planting rice,[],3,"(5, 4, 3)",12
49083,rainy night / her phone number / in my wallet,[],3,"(3, 5, 4)",12
49084,river road / he stops to buy / a can of worms,[],3,"(3, 4, 4)",11
49085,cold night / the clink of bottles / in a grocery cart,[],3,"(2, 5, 6)",13
49086,contemplating / nightfall / the stone buddha,['stone'],3,"(4, 2, 5)",11
49087,the offering / in front of the stone buddha / eaten by cats,['stone'],3,"(4, 8, 4)",16
49088,between two rivers / the echo of / his mallet,[],3,"(5, 4, 3)",12
